station_id,name,physical_configuration,lat,lon,altitude,address,post_code,capacity,is_charging_station,nearby_distance,_ride_code_support,rental_uris
163,"AV. ICÀRIA, 202",ELECTRICBIKESTATION,41.3942108,2.2008756,3.0,"AV. ICÀRIA, 202",08005,27,True,1000.0,True,
165,"C/ DEL DOCTOR TRUETA, 222",ELECTRICBIKESTATION,41.3992169,2.2041415,3.0,"C/ DEL DOCTOR TRUETA, 222",08005,27,True,1000.0,True,
166,"C/ BILBAO, 2",ELECTRICBIKESTATION,41.4008312,2.206645,3.0,"C/ BILBAO, 2",08005,27,True,1000.0,True,
167,"C/ BAC DE RODA, 11",ELECTRICBIKESTATION,41.4023354,2.2105777,3.0,"C/ BAC DE RODA, 11",08005,21,True,1000.0,True,
168,SELVA DE MAR / PG. DEL TAULAT,ELECTRICBIKESTATION,41.4053697,2.2135818,5.0,SELVA DE MAR / PG. DEL TAULAT,08019,26,True,1000.0,True,
170,"AV. LITORAL, 40 (D)",ELECTRICBIKESTATION,41.3896642,2.1999572,6.0,"AV. LITORAL, 40 (D)",08005,54,True,1000.0,True,
171,"AV. LITORAL, 172",ELECTRICBIKESTATION,41.3919877,2.2037136,5.0,"AV. LITORAL, 172",08005,54,True,1000.0,True,
173,"AV.LITORAL, 84",ELECTRICBIKESTATION,41.3979002,2.2088454,8.0,"AV.LITORAL, 84",08005,27,True,1000.0,True,
174,"PG. DE GARCIA FÀRIA, 21/ESPRONCEDA",ELECTRICBIKESTATION,41.4008744,2.2099336,6.0,"PG. DE GARCIA FÀRIA, 21/ESPRONCEDA",08005,27,True,1000.0,True,
175,"C/ LLULL, 309",ELECTRICBIKESTATION,41.4065291,2.2091221,4.0,"C/ LLULL, 309",08019,27,True,1000.0,True,
176,"PG. DE GARCIA FÀRIA, 37/JOSEP FERRATER",ELECTRICBIKESTATION,41.4023621,2.2119049,6.0,"PG. DE GARCIA FÀRIA, 37/JOSEP FERRATER",08019,31,True,1000.0,True,
177,"C/ ROSSELLÓ, 557",ELECTRICBIKESTATION,41.4110754,2.1809764,33.0,"C/ ROSSELLÓ, 557",08026,34,True,1000.0,True,
178,"PG. DE GARCIA FÀRIA, 85",ELECTRICBIKESTATION,41.4053649,2.2162094,7.0,"PG. DE GARCIA FÀRIA, 85",08019,27,True,1000.0,True,
179,"PG. ZONA FRANCA, 244",ELECTRICBIKESTATION,41.36352,2.1369015,9.0,"PG. ZONA FRANCA, 244",08038,16,True,1000.0,True,
180,"GRAN VIA DE LES CORTS CATALANES, 179 (D)",ELECTRICBIKESTATION,41.3675574,2.1388216,14.0,"GRAN VIA DE LES CORTS CATALANES, 179 (D)",08014,51,True,1000.0,True,
182,"GRAN VIA DE LES CORTS CATALANES, 273",ELECTRICBIKESTATION,41.3714775,2.1439304,18.0,"GRAN VIA DE LES CORTS CATALANES, 273",08014,33,True,1000.0,True,
183,"C/ GAVÀ, 1",ELECTRICBIKESTATION,41.3723682,2.1419494,18.0,"C/ GAVÀ, 1",08014,30,True,1000.0,True,
184,"C/ QUETZAL, 22-24",ELECTRICBIKESTATION,41.3675438,2.1342316,22.0,"C/ QUETZAL, 22-24",08014,27,True,1000.0,True,
185,"C/GAVÀ, 81",ELECTRICBIKESTATION,41.3703717,2.1389439,20.0,"C/GAVÀ, 81",08014,17,True,1000.0,True,
186,"C/CONSELL DE CENT, 6",ELECTRICBIKESTATION,41.3755503,2.1439036,27.0,"C/CONSELL DE CENT, 6",08014,26,True,1000.0,True,
187,"C/ DE SANT PAU, 89 - 97",ELECTRICBIKESTATION,41.3768806,2.1698206,5.0,"C/ DE SANT PAU, 89 - 97",08001,19,True,1000.0,True,
188,PG. SANT ANTONI /PL. SANTS,ELECTRICBIKESTATION,41.3756948,2.1358571,30.0,PG. SANT ANTONI /PL. SANTS,08014,27,True,1000.0,True,
189,"C/ BRUC, 130",ELECTRICBIKESTATION,41.3969839,2.1661852,34.0,"C/ BRUC, 130",08037,28,True,1000.0,True,
190,"AV. LITORAL, 72",ELECTRICBIKESTATION,41.3961412,2.2078439,6.0,"AV. LITORAL, 72",08005,29,True,1000.0,True,
191,"C/ ENTENÇA, 137",ELECTRICBIKESTATION,41.381951,2.147474,15.0,"C/ ENTENÇA, 137",08015,37,True,1000.0,True,
192,"C/ JOAN GÜELL, 50",ELECTRICBIKESTATION,41.3786364,2.1335494,33.0,"C/ JOAN GÜELL, 50",08028,21,True,1000.0,True,
193,"C/ FÍGOLS, 1",ELECTRICBIKESTATION,41.3812979,2.1289917,41.0,"C/ FÍGOLS, 1",08028,27,True,1000.0,True,
194,"C/ JOAN GÜELL, 98",ELECTRICBIKESTATION,41.3812001,2.1323612,38.0,"C/ JOAN GÜELL, 98",08028,24,True,1000.0,True,
195,"C/ VALLESPIR, 130",ELECTRICBIKESTATION,41.3821371,2.1354149,38.0,"C/ VALLESPIR, 130",08014,27,True,1000.0,True,
196,"C/ BERLÍN, 38",ELECTRICBIKESTATION,41.3832609,2.1392662,38.0,"C/ BERLÍN, 38",08029,27,True,1000.0,True,
197,"C/ GELABERT, 1",ELECTRICBIKESTATION,41.3871579,2.1410945,47.0,"C/ GELABERT, 1",08029,27,True,1000.0,True,
198,"C/ VALLESPIR, 194",ELECTRICBIKESTATION,41.3847113,2.1334379,48.0,"C/ VALLESPIR, 194",08014,27,True,1000.0,True,
199,"C/ MEJÍA LEQUERICA, 2",ELECTRICBIKESTATION,41.3819739,2.1268625,47.0,"C/ MEJÍA LEQUERICA, 2",08028,27,True,1000.0,True,
200,"C/ JOAN GÜELL, 174",ELECTRICBIKESTATION,41.3839045,2.1312876,47.0,"C/ JOAN GÜELL, 174",08028,23,True,1000.0,True,
201,"C/ NUMÀNCIA, 136",ELECTRICBIKESTATION,41.3878061,2.1344218,55.0,"C/ NUMÀNCIA, 136",08029,24,True,1000.0,True,
202,"C/ DE LES CORTS, 20",ELECTRICBIKESTATION,41.3854466,2.1288753,52.0,"C/ DE LES CORTS, 20",08028,27,True,1000.0,True,
203,"AV. DIAGONAL, 668",ELECTRICBIKESTATION,41.3887069,2.1285766,64.0,"AV. DIAGONAL, 668",08034,33,True,1000.0,True,
204,"AV. DIAGONAL, 672",ELECTRICBIKESTATION,41.3880355,2.1256248,63.0,"AV. DIAGONAL, 672",08034,33,True,1000.0,True,
205,"C/ EUROPA, 25",ELECTRICBIKESTATION,41.387561,2.1306737,57.0,"C/ EUROPA, 25",08028,33,True,1000.0,True,
206,"AV. DIAGONAL, 650",ELECTRICBIKESTATION,41.3897943,2.1328634,62.0,"AV. DIAGONAL, 650",08017,33,True,1000.0,True,
207,"AV. DIAGONAL, 634",ELECTRICBIKESTATION,41.3908477,2.136579,62.0,"AV. DIAGONAL, 634",08017,25,True,1000.0,True,
208,"AV. DIAGONAL, 630",ELECTRICBIKESTATION,41.3915195,2.1390667,59.0,"AV. DIAGONAL, 630",08017,33,True,1000.0,True,
209,"C/ DIPUTACIÓ, 200",ELECTRICBIKESTATION,41.3857425,2.1610515,23.0,"C/ DIPUTACIÓ, 200",08011,26,True,1000.0,True,
210,"C/ VILARDELL, 18",ELECTRICBIKESTATION,41.3745238,2.1422556,22.0,"C/ VILARDELL, 18",08014,31,True,1000.0,True,
211,"C/ SANCHO DE ÁVILA, 60-64",ELECTRICBIKESTATION,41.3987543,2.1902116,5.0,"C/ SANCHO DE ÁVILA, 60-64",08018,28,True,1000.0,True,
212,"AV. SARRIÀ, 163",ELECTRICBIKESTATION,41.3922355,2.1309272,75.0,"AV. SARRIÀ, 163",08017,24,True,1000.0,True,
213,"C/ SANTA FE DE NOU MÈXIC, 2",ELECTRICBIKESTATION,41.3935816,2.1345892,70.0,"C/ SANTA FE DE NOU MÈXIC, 2",08017,33,True,1000.0,True,
214,"C/ JOSÉ DE  AGULLÓ, 9",ELECTRICBIKESTATION,41.3952027,2.1334873,72.0,"C/ JOSÉ DE  AGULLÓ, 9",08017,25,True,1000.0,True,
215,"C/ GANDUXER, 29",ELECTRICBIKESTATION,41.3939378,2.1380304,65.0,"C/ GANDUXER, 29",08021,21,True,1000.0,True,
216,"C/ MADRAZO, 131",ELECTRICBIKESTATION,41.3967824,2.1445567,63.0,"C/ MADRAZO, 131",08021,27,True,1000.0,True,
217,"C/ RECTOR UBACH, 24",ELECTRICBIKESTATION,41.3985735,2.1440826,75.0,"C/ RECTOR UBACH, 24",08021,27,True,1000.0,True,
218,"C/ CONSELL DE CENT, 566",ELECTRICBIKESTATION,41.4040364,2.183145,17.0,"C/ CONSELL DE CENT, 566",08013,39,True,1000.0,True,
219,"C/ LAFORJA, 74-76",ELECTRICBIKESTATION,41.3976165,2.1471724,67.0,"C/ LAFORJA, 74-76",08021,26,True,1000.0,True,
220,"C/ TUSET, 19",ELECTRICBIKESTATION,41.3960982,2.1513154,53.0,"C/ TUSET, 19",08006,27,True,1000.0,True,
221,"GRAN DE GRÀCIA, 155 (METRO FONTANA)",ELECTRICBIKESTATION,41.4025392,2.1524704,68.0,"GRAN DE GRÀCIA, 155 (METRO FONTANA)",08012,24,True,1000.0,True,
222,"C/ DEL CANÓ, 1",ELECTRICBIKESTATION,41.4013296,2.1574439,58.0,"C/ DEL CANÓ, 1",08012,27,True,1000.0,True,
223,"C/ DE BONAVISTA, 14",ELECTRICBIKESTATION,41.3983444,2.1598243,48.0,"C/ DE BONAVISTA, 14",08012,36,True,1000.0,True,
224,"C / GIRONA, 176",ELECTRICBIKESTATION,41.3999967,2.1644531,40.0,"C / GIRONA, 176",08037,26,True,1000.0,True,
225,"C/ MALLORCA, 84",ELECTRICBIKESTATION,41.3850278,2.1510385,28.0,"C/ MALLORCA, 84",08029,24,True,1000.0,True,
226,"C/ MONTMANY, 1",ELECTRICBIKESTATION,41.4035608,2.1609345,52.0,"C/ MONTMANY, 1",08012,27,True,1000.0,True,
227,"C/ DEL TORRENT DE LES FLORS, 102",ELECTRICBIKESTATION,41.4078456,2.1586704,69.0,"C/ DEL TORRENT DE LES FLORS, 102",08024,18,True,1000.0,True,
228,"PL. DEL NORD, 5",ELECTRICBIKESTATION,41.4068417,2.1558354,73.0,"PL. DEL NORD, 5",08024,21,True,1000.0,True,
229,"C/ DE LA SANTACREU, 2 (PL.DE LA VIRREIN",ELECTRICBIKESTATION,41.4050968,2.1569161,68.0,"C/ DE LA SANTACREU, 2 (PL.DE LA VIRREINA)",08024,28,True,1000.0,True,
230,"C/ DE NIL FABRA, 16-20",ELECTRICBIKESTATION,41.4059356,2.1517977,80.0,"C/ DE NIL FABRA, 16-20",08012,26,True,1000.0,True,
231,"C/ PAU ALSINA, 54",ELECTRICBIKESTATION,41.4092005,2.16400285,65.0,"C/ PAU ALSINA, 54",08025,24,True,1000.0,True,
232,"C/ VILÀ I VILÀ, 45",ELECTRICBIKESTATION,41.3733857,2.1709545,7.0,"C/ VILÀ I VILÀ, 45",08004,27,True,1000.0,True,
233,"C/ NOU DE LA RAMBLA, 164",ELECTRICBIKESTATION,41.3719688,2.1667829,21.0,"C/ NOU DE LA RAMBLA, 164",08004,27,True,1000.0,True,
234,"PG. DE L´EXPOSICIÓ, 30 /BLASCO GARAY",ELECTRICBIKESTATION,41.3714688,2.1629627,31.0,"PG. DE L´EXPOSICIÓ, 30 /BLASCO GARAY",08004,27,True,1000.0,True,
235,"AV. PARAL.LEL, 98",ELECTRICBIKESTATION,41.3751767,2.1658972,10.0,"AV. PARAL.LEL, 98",08015,30,True,1000.0,True,
236,"AV. PARAL.LEL, 194",ELECTRICBIKESTATION,41.3751161,2.1523091,24.0,"AV. PARAL.LEL, 194",08015,26,True,1000.0,True,
237,"C/ RIUS I TAULET, 4",ELECTRICBIKESTATION,41.3727426,2.1539198,33.0,"C/ RIUS I TAULET, 4",08004,27,True,1000.0,True,
238,"C/ ESPRONCEDA, 298",ELECTRICBIKESTATION,41.4158807,2.1908473,16.0,"C/ ESPRONCEDA, 298",08027,27,True,1000.0,True,
239,"C/ INDÚSTRIA, 329",ELECTRICBIKESTATION,41.4172922,2.1844769,31.0,"C/ INDÚSTRIA, 329",08027,27,True,1000.0,True,
240,"C/ JOSEP ESTIVILL, 32",ELECTRICBIKESTATION,41.4175595,2.1877153,23.0,"C/ JOSEP ESTIVILL, 32",08027,27,True,1000.0,True,
241,"C/ TEODOR LLORENTE, 1",ELECTRICBIKESTATION,41.419178,2.18018,44.0,"C/ TEODOR LLORENTE, 1",08041,33,True,1000.0,True,
242,"C/ RAMON ALBÓ, 1",ELECTRICBIKESTATION,41.4244527,2.1773157,56.0,"C/ RAMON ALBÓ, 1",08027,27,True,1000.0,True,
243,"C/ ALEXANDRE GALÍ, 1-5",ELECTRICBIKESTATION,41.4239719,2.1812399,42.0,"C/ ALEXANDRE GALÍ, 1-5",08027,27,True,1000.0,True,
244,"C/ FELIP II, 214",ELECTRICBIKESTATION,41.426925,2.1786224,44.0,"C/ FELIP II, 214",08027,27,True,1000.0,True,
245,"LA RAMBLA, 101",ELECTRICBIKESTATION,41.3826647,2.1717083,10.0,"LA RAMBLA, 101",08002,27,True,1000.0,True,
246,"C/ GARCILASO, 77",ELECTRICBIKESTATION,41.4228449,2.1866363,30.0,"C/ GARCILASO, 77",08027,18,True,1000.0,True,
247,"C/ FELIPE II, 112",ELECTRICBIKESTATION,41.4219291,2.1849107,32.0,"C/ FELIPE II, 112",08027,32,True,1000.0,True,
248,"C/ PALÈNCIA, 31",ELECTRICBIKESTATION,41.4182129,2.1904005,18.0,"C/ PALÈNCIA, 31",08027,27,True,1000.0,True,
249,"C/ ANTILLES, 8",ELECTRICBIKESTATION,41.4250835,2.1872818,21.0,"C/ ANTILLES, 8",08027,27,True,1000.0,True,
250,"C/ PORTUGAL, 3",ELECTRICBIKESTATION,41.4258248,2.191206,25.0,"C/ PORTUGAL, 3",08027,27,True,1000.0,True,
251,"C/ CARDENAL TEDESCHINI, 13",ELECTRICBIKESTATION,41.4253643,2.1852073,35.0,"C/ CARDENAL TEDESCHINI, 13",08027,33,True,1000.0,True,
252,"RAMBLA DE L'ONZE DE SETEMBRE, 31",ELECTRICBIKESTATION,41.4298991,2.1932159,24.0,"RAMBLA DE L'ONZE DE SETEMBRE, 31",08030,32,True,1000.0,True,
253,"C/ ONZE DE SETEMBRE, 37-39",ELECTRICBIKESTATION,41.4298614,2.1922011,25.0,"C/ ONZE DE SETEMBRE, 37-39",08030,27,True,1000.0,True,
254,"RAMBLA DE L'ONZE DE SETEMBRE, 69",ELECTRICBIKESTATION,41.4299999,2.190246,26.0,"RAMBLA DE L'ONZE DE SETEMBRE, 69",08030,26,True,1000.0,True,
255,"C/ IRLANDA, 34",ELECTRICBIKESTATION,41.4315,2.18579,30.0,"C/ IRLANDA, 34",08030,15,True,1000.0,True,
256,"C/ MALATS, 28-30",ELECTRICBIKESTATION,41.4361251,2.1894423,25.0,"C/ MALATS, 28-30",08030,32,True,1000.0,True,
257,"C/ SANT ADRIÀ, 2-8",ELECTRICBIKESTATION,41.433934,2.1896502,27.0,"C/ SANT ADRIÀ, 2-8",08030,24,True,1000.0,True,
258,"C/ FERNANDO PESSOA, 41",ELECTRICBIKESTATION,41.4420913,2.1928992,23.0,"C/ FERNANDO PESSOA, 41",08030,27,True,1000.0,True,
259,"C/ DE BARTRINA, 14",ELECTRICBIKESTATION,41.4391174,2.1858025,34.0,"C/ DE BARTRINA, 14",08030,24,True,1000.0,True,
260,"CARRER DEL CINCA, 7",ELECTRICBIKESTATION,41.4356895,2.1920873,22.0,"CARRER DEL CINCA, 7",08030,27,True,1000.0,True,
261,"C/ VILLARROEL, 39",ELECTRICBIKESTATION,41.3821314,2.1606534,17.0,"C/ VILLARROEL, 39",08011,32,True,1000.0,True,
262,"C/ ENTENÇA, 70",ELECTRICBIKESTATION,41.3790954665734,2.1516210083711993,21.0,"C/ ENTENÇA, 70",08015,24,True,1000.0,True,
263,"PG. TORRAS I BAGES, 29",ELECTRICBIKESTATION,41.4378773,2.1910691,23.0,"PG. TORRAS I BAGES, 29",08030,20,True,1000.0,True,
264,"C/REPÚBLICA DOMINICANA,25(CENTRE COMERC",ELECTRICBIKESTATION,41.439929,2.1970692,20.0,"C/REPÚBLICA DOMINICANA,25(CENTRE COMERCIAL)",08030,33,True,1000.0,True,
265,"C/ CASANOVA, 55",ELECTRICBIKESTATION,41.3847738,2.1592566,23.0,"C/ CASANOVA, 55",08011,27,True,1000.0,True,
266,"C/ CONCEPCIÓ ARENAL, 176",ELECTRICBIKESTATION,41.4268952,2.1842572,37.0,"C/ CONCEPCIÓ ARENAL, 176",08027,27,True,1000.0,True,
267,"PG. TORRAS I BAGES, 129",ELECTRICBIKESTATION,41.4433647,2.1906302,29.0,"PG. TORRAS I BAGES, 129",08030,24,True,1000.0,True,
268,"C/ FERNANDO PESSOA, 72",ELECTRICBIKESTATION,41.4457195,2.1929816,26.0,"C/ FERNANDO PESSOA, 72",08030,27,True,1000.0,True,
269,"VIA BARCINO, 121",ELECTRICBIKESTATION,41.448152,2.19294,26.0,"VIA BARCINO, 121",08033,23,True,1000.0,True,
270,"CRTA. DE RIBES, 77 (TRINITAT VELLA)",ELECTRICBIKESTATION,41.4486328,2.1898372,35.0,"270 - CRTA. DE RIBES, 77 (TRINITAT VELLA)",08033,27,True,1000.0,True,
271,"VIA BARCINO, 69",ELECTRICBIKESTATION,41.4506081,2.1923629,28.0,"VIA BARCINO, 69",08033,21,True,1000.0,True,
272,"C/ CONCEPCIÓ ARENAL, 281",ELECTRICBIKESTATION,41.4325013,2.1842021,32.0,"C/ CONCEPCIÓ ARENAL, 281",08033,27,True,1000.0,True,
273,"AV. MERIDIANA, 404",ELECTRICBIKESTATION,41.4304126,2.1834174,38.0,"AV. MERIDIANA, 404",08030,36,True,1000.0,True,
274,"RAMBLA FABRA I PUIG, 67",ELECTRICBIKESTATION,41.4299201,2.1849813,33.0,"RAMBLA FABRA I PUIG, 67",08030,32,True,1000.0,True,
275,"AV. RIO DE JANEIRO, 3",ELECTRICBIKESTATION,41.43068,2.1821802,38.0,"AV. RIO DE JANEIRO, 3",08016,32,True,1000.0,True,
276,PLAÇA ALFONS X EL SAVI / RONDA DEL GUIN,ELECTRICBIKESTATION,41.4121345,2.1652216,88.0,PLAÇA ALFONS X EL SAVI / RONDA DEL GUINARDO,08024,27,True,1000.0,True,
277,"TRAVESSERA DE GRÀCIA, 328",ELECTRICBIKESTATION,41.4082107,2.1689962,60.0,"TRAVESSERA DE GRÀCIA, 328",08025,27,True,1000.0,True,
278,"TRAVESSERA DE GRÀCIA, 368",ELECTRICBIKESTATION,41.4098842,2.1715285,59.0,"TRAVESSERA DE GRÀCIA, 368",08025,27,True,1000.0,True,
279,"C/ MAS CASANOVAS, 137",ELECTRICBIKESTATION,41.4158995,2.1745567,75.0,"C/ MAS CASANOVAS, 137",08041,27,True,1000.0,True,
280,"C/ SANT ANTONI Mª CLARET, 290-296",ELECTRICBIKESTATION,41.4138664,2.1777274,49.0,"C/ SANT ANTONI Mª CLARET, 290-296",08041,27,True,1000.0,True,
281,"C/ D'ESCORNALBOU, 51",ELECTRICBIKESTATION,41.4180789,2.1763994,74.0,"C/ D'ESCORNALBOU, 51",08041,24,True,1000.0,True,
282,"PG. FONT D´EN- FARGAS, 1",ELECTRICBIKESTATION,41.4275514,2.1659881,75.0,"PG. FONT D´EN- FARGAS, 1",08031,27,True,1000.0,True,
283,"C/ FULTON, 1",ELECTRICBIKESTATION,41.4297231,2.1617032,76.0,"C/ FULTON, 1",08032,20,True,1000.0,True,
284,"AV. DIAGONAL, 652",ELECTRICBIKESTATION,41.389462,2.1314948,63.0,"AV. DIAGONAL, 652",08034,27,True,1000.0,True,
285,"C/ MALATS, 98-100",ELECTRICBIKESTATION,41.4366708,2.186105,35.0,"C/ MALATS, 98-100",08030,16,True,1000.0,True,
286,"C/ BOLÍVIA, 76",ELECTRICBIKESTATION,41.4030225,2.1913538,7.0,"C/ BOLÍVIA, 76",08018,15,True,1000.0,True,
287,"GRAN VIA DE LES CORTS CATALANES, 632",ELECTRICBIKESTATION,41.3890626,2.1679313,22.0,"GRAN VIA DE LES CORTS CATALANES, 632",08007,16,True,1000.0,True,
288,PL. VIRREI AMAT,ELECTRICBIKESTATION,41.4296439,2.174444,55.0,PL. VIRREI AMAT,08016,32,True,1000.0,True,
289,"C/ MÚRCIA, 64",ELECTRICBIKESTATION,41.4166982,2.1909952,17.0,"C/ MÚRCIA, 64",08027,27,True,1000.0,True,
290,"PL. DELS JARDINS D'ALFÀBIA, 1",ELECTRICBIKESTATION,41.4373376,2.1740962,66.0,"PL. DELS JARDINS D'ALFÀBIA, 1",Pg. Verdum,08016,17,True,1000.0,True,
291,"C/ CUBELLES, 2",ELECTRICBIKESTATION,41.426078,2.1751572,57.0,"C/ CUBELLES, 2",08031,27,True,1000.0,True,
292,"C/ AMILCAR, 1",ELECTRICBIKESTATION,41.4300161,2.1720191,61.0,"C/ AMILCAR, 1",08031,12,True,1000.0,True,
293,"C/ GRANOLLERS, 1",ELECTRICBIKESTATION,41.4283127,2.1629889,78.0,"C/ GRANOLLERS, 1",08032,24,True,1000.0,True,
294,SEU DEL DISTRICTE (NOU BARRIS),ELECTRICBIKESTATION,41.4363473,2.1706752,72.0,SEU DEL DISTRICTE (NOU BARRIS),08042,24,True,1000.0,True,
295,"C/ SANT ISCLE, 60",ELECTRICBIKESTATION,41.433384,2.1716309,61.0,"C/ SANT ISCLE, 60",08031,27,True,1000.0,True,
296,"C/ DE ROSSELLÓ I PORCEL, 1/AV.MERIDIANA",ELECTRICBIKESTATION,41.4364887,2.1841014,41.0,"C/ DE ROSSELLÓ I PORCEL, 1/AV.MERIDIANA",08016,33,True,1000.0,True,
297,"C/ TURÓ BLAU, 1-3",ELECTRICBIKESTATION,41.4388223,2.1767828,62.0,"C/ TURÓ BLAU, 1-3",08016,24,True,1000.0,True,
298,"C/ ANDREU NIN, 22",ELECTRICBIKESTATION,41.4347233,2.1817718,41.0,"C/ ANDREU NIN, 22",08016,33,True,1000.0,True,
299,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",ELECTRICBIKESTATION,41.4340849,2.1748267,53.0,"C/ DE L'ESCULTOR ORDÓÑEZ, 55",08016,27,True,1000.0,True,
300,"C/ DE MALADETA, 1",ELECTRICBIKESTATION,41.4315843,2.1769107,44.0,"C/ DE MALADETA, 1",08016,18,True,1000.0,True,
301,"C/ MARIE CURIE, 8-14",ELECTRICBIKESTATION,41.4366871,2.1693134,73.0,"C/ MARIE CURIE, 8-14",08042,27,True,1000.0,True,
302,"C/ CAVALLERS, 41",ELECTRICBIKESTATION,41.3906352,2.111541,111.0,"C/ CAVALLERS, 41",08034,32,True,1000.0,True,
303,"C/ CAVALLERS, 67",ELECTRICBIKESTATION,41.3934324,2.115107,101.0,"C/ CAVALLERS, 67",08034,27,True,1000.0,True,
304,"PG. MANUEL GIRONA, 7",ELECTRICBIKESTATION,41.39038,2.121,78.0,"PG. MANUEL GIRONA, 7",08034,27,True,1000.0,True,
305,"UAB-AV. DIAGONAL, 680",ELECTRICBIKESTATION,41.3875297,2.1237141,65.0,"UAB-AV. DIAGONAL, 680",08034,27,True,1000.0,True,
306,"C/ DOCTOR SALVADOR CARDENAL, 1-5",ELECTRICBIKESTATION,41.3853868,2.122893,60.0,"C/ DOCTOR SALVADOR CARDENAL, 1-5",08028,31,True,1000.0,True,
307,C/ PINTOR RIBALTA / AV. XILE,ELECTRICBIKESTATION,41.3791986,2.1135824,60.0,C/ PINTOR RIBALTA / AV. XILE,08028,32,True,1000.0,True,
308,"C/ CARDENAL REIG, 11",ELECTRICBIKESTATION,41.37684,2.114029,54.0,"C/ CARDENAL REIG, 11",08028,27,True,1000.0,True,
309,"C/ SANT RAMON NONAT,  26",ELECTRICBIKESTATION,41.3770199,2.1169828,50.0,"C/ SANT RAMON NONAT,  26",08028,22,True,1000.0,True,
310,C/ JOSEP SAMITIER / JOAN XXIII,ELECTRICBIKESTATION,41.3812111,2.1190863,46.0,C/ JOSEP SAMITIER / JOAN XXIII,08028,27,True,1000.0,True,
311,"C/ GALLEGO, 2",ELECTRICBIKESTATION,41.3785631,2.1202487,43.0,"C/ GALLEGO, 2",08028,24,True,1000.0,True,
312,"C/ ARIZALA, 77",ELECTRICBIKESTATION,41.3789061,2.1233038,40.0,"C/ ARIZALA, 77",08028,36,True,1000.0,True,
313,"C/ FELIU DE CASANOVA, 1",ELECTRICBIKESTATION,41.3754188,2.1297823,28.0,"C/ FELIU DE CASANOVA, 1",08028,29,True,1000.0,True,
314,"RAMBLA DEL BRASIL, 44",ELECTRICBIKESTATION,41.3783067,2.1297303,35.0,"RAMBLA DEL BRASIL, 44",08028,24,True,1000.0,True,
315,"C/ DEL GUINARDÓ, 32-38",ELECTRICBIKESTATION,41.4156285,2.1817876,38.0,"C/ DEL GUINARDÓ, 32-38",08041,27,True,1000.0,True,
316,"C/ CANTÀBRIA, 55",ELECTRICBIKESTATION,41.4224015,2.198071,9.0,"C/ CANTÀBRIA, 55",08020,26,True,1000.0,True,
317,"RAMBLA DE PRIM, 256",ELECTRICBIKESTATION,41.4256626,2.2008632,11.0,"RAMBLA DE PRIM, 256",08020,27,True,1000.0,True,
318,"C/ CASTILLEJOS, 388",ELECTRICBIKESTATION,41.412427,2.170592,77.0,"C/ CASTILLEJOS, 388",08025,32,True,1000.0,True,
319,"C/ SAGUÉS, 1",ELECTRICBIKESTATION,41.3937414,2.1455022,51.0,"C/ SAGUÉS, 1",08021,31,True,1000.0,True,
320,"C/ MADRAZO, 39",ELECTRICBIKESTATION,41.400305,2.149144,67.0,"C/ MADRAZO, 39",08006,27,True,1000.0,True,
321,"C/ SANT HERMENEGILD, 30",ELECTRICBIKESTATION,41.4031529,2.1445843,79.0,"C/ SANT HERMENEGILD, 30",08006,27,True,1000.0,True,
322,"C/ SANTALÓ, 165",ELECTRICBIKESTATION,41.4009,2.13892,106.0,"C/ SANTALÓ, 165",08021,24,True,1000.0,True,
323,"C/ VALLMAJOR, 13",ELECTRICBIKESTATION,41.3981616,2.1386719,88.0,"C/ VALLMAJOR, 13",08021,27,True,1000.0,True,
324,"C/ REINA VICTORIA, 31",ELECTRICBIKESTATION,41.3969455,2.136346,80.0,"C/ REINA VICTORIA, 31",08021,27,True,1000.0,True,
325,"C/ ALT DE GIRONELLA, 13",ELECTRICBIKESTATION,41.3949601,2.1302775,82.0,"C/ ALT DE GIRONELLA, 13",08017,23,True,1000.0,True,
326,"C/ BALMES, 409",ELECTRICBIKESTATION,41.4074131,2.1381069,111.0,"C/ BALMES, 409",08022,32,True,1000.0,True,
327,"C/ REUS, 23",ELECTRICBIKESTATION,41.4050074,2.134603,114.0,"C/ REUS, 23",08022,24,True,1000.0,True,
328,"C/ ARTESA DE SEGRE, 2",ELECTRICBIKESTATION,41.402988,2.1344691,106.0,"C/ ARTESA DE SEGRE, 2",08022,27,True,1000.0,True,
329,"C/ DE LES ESCOLES PIES, 99",ELECTRICBIKESTATION,41.4029965,2.1283866,121.0,"C/ DE LES ESCOLES PIES, 99",08017,27,True,1000.0,True,
330,"C/ PAU ALCOVER, 94",ELECTRICBIKESTATION,41.401883,2.131524,108.0,"C/ PAU ALCOVER, 94",08017,27,True,1000.0,True,
331,"C/ CASTELLNOU, 65",ELECTRICBIKESTATION,41.3970497,2.1279409,95.0,"C/ CASTELLNOU, 65",08017,31,True,1000.0,True,
332,"C/ DOCTOR ROUX, 86",ELECTRICBIKESTATION,41.3998981,2.1281922,104.0,"C/ DOCTOR ROUX, 86",08017,27,True,1000.0,True,
333,"PASSATGE DE SENILLOSA, 3-5",ELECTRICBIKESTATION,41.3954723,2.1250451,94.0,"PASSATGE DE SENILLOSA, 3-5",08034,27,True,1000.0,True,
